,user_id,transaction_dt,type,segment
3919,MLB10594263420-1,2022-02-10 13:30:08.517206840,1,1
3920,MLB10635055620,2022-02-19 01:04:52.428428339,6,1
3921,MLB1669034900,2022-01-04 00:00:00.000000000,7,1
3922,MLB10643950990,2022-02-17 06:39:02.270822476,1,1
3923,MLB410136578722,2022-01-31 17:08:29.135543154,9,2
3924,MLB10417528840,2022-01-06 18:25:50.157605863,7,1
3925,MLB10595990690,2022-01-27 17:47:21.955610749,5,1
3926,MLB410644630540,2022-02-03 22:37:41.827108630,8,2
3927,MLB10487789670,2022-01-17 03:00:17.034413681,3,1
3928,MLB4817963370,2022-01-23 18:25:50.157605863,1,1
3929,MLB10602068460,2022-02-14 06:39:02.270822476,4,1
3930,MLB10453103620,2022-02-10 17:47:21.955610749,1,1
3931,MLB1158114870,2022-01-31 18:25:50.157605863,6,1
3932,MLB5566870280,2022-02-15 07:55:58.674812703,3,1
3933,MLB10631337900,2022-02-01 13:30:08.517206840,6,1
3934,MLB5316138650,2022-01-22 00:00:00.000000000,1,1
3935,MLB5291170860,2022-01-28 04:17:13.438403908,5,1
3936,MLB10590429150,2022-01-23 13:30:08.517206840,5,1
3937,MLB10505308240,2022-01-09 23:21:31.798004886,1,1
3938,MLB4506362280,2022-01-30 09:12:55.078802931,2,1
3939,MLB10558249570,2022-01-19 03:38:45.236408794,5,1
3940,MLB7315099290,2022-01-06 19:04:18.359600977,2,1
3941,MLB10508251450,2022-01-07 09:12:55.078802931,7,1
3942,MLB10571240970,2022-02-01 04:17:13.438403908,7,1
3943,MLB7986941990,2022-02-16 08:34:26.876807817,2,1
3944,MLB8295268290,2022-01-25 14:08:36.719201954,4,1
3945,MLB4556925550,2022-01-30 16:41:03.077912698,8,2
3946,MLB265252640,2022-02-22 17:08:53.753615635,4,1
3947,MLB10657109260,2022-02-13 22:04:35.394014658,2,1
3948,MLB825409520,2022-01-31 03:38:45.236408794,4,1
3949,MLB10533862970,2022-01-14 23:21:31.798004886,1,1
3950,MLB10556719300,2022-01-19 03:38:45.236408794,1,1
3951,MLB410511337100,2022-01-05 23:05:07.884739087,8,2
3952,MLB10652680480-1,2022-02-04 08:34:26.876807817,7,1
3953,MLB7900206920,2022-01-16 17:47:21.955610749,1,1
3954,MLB42673754970,2022-02-03 11:39:16.443977678,8,2
3955,MLB44654471000,2022-02-07 18:58:13.366064980,8,2
3956,MLB41036816120,2022-02-23 11:39:16.443977678,8,2
3957,MLB7486001210,2022-01-24 18:25:50.157605863,3,1
3958,MLB8300997160,2022-01-29 23:21:31.798004886,4,1
3959,MLB3245255260,2022-01-15 22:43:03.596009772,3,1
3960,MLB10619766900,2022-01-30 19:04:18.359600977,5,1
3961,MLB2521773590,2022-01-24 04:17:13.438403908,2,1
3962,MLB4466065750,2022-02-07 06:39:02.270822476,2,1
3963,MLB10519151350,2022-01-08 04:17:13.438403908,2,1
3964,MLB4568373170,2022-02-27 17:47:21.955610749,3,1
3965,MLB1774346640,2022-02-03 01:04:52.428428339,3,1
3966,MLB904471040,2022-02-08 07:17:30.472817589,2,1
3967,MLB8168132600,2022-02-03 00:00:00.000000000,4,1
3968,MLB6441174910,2022-02-08 15:51:57.349625407,4,1
3969,MLB8363882730,2022-02-03 03:38:45.236408794,2,1
3970,MLB10506859650,2022-01-08 09:12:55.078802931,7,1
3971,MLB542616320,2022-01-06 09:12:55.078802931,6,1
3972,MLB8035171870,2022-02-03 12:13:12.113216612,1,1
3973,MLB10548745770,2022-01-11 00:00:00.000000000,4,1
3974,MLB43052232520,2022-02-04 13:56:26.732129960,8,2
3975,MLB4949421940,2022-01-13 04:17:13.438403908,2,1
3976,MLB8107703390,2022-01-23 00:00:00.000000000,3,1
3977,MLB10537740920,2022-01-12 19:04:18.359600977,2,1
3978,MLB8300997160,2022-01-29 23:21:31.798004886,3,1
3979,MLB7776748210,2022-02-03 06:00:34.068827362,4,1
3980,MLB44982562440,2022-02-19 16:41:03.077912698,8,2
3981,MLB410641019420,2022-01-27 00:00:00.000000000,9,2
3982,MLB10641019420-1,2022-01-27 00:00:00.000000000,5,1
3983,MLB7990901920,2022-01-28 23:21:31.798004886,7,1
3984,MLB10617095480,2022-01-31 17:47:21.955610749,3,1
3985,MLB10617575110,2022-02-01 12:51:40.315211726,6,1
3986,MLB2642162970,2022-01-29 00:00:00.000000000,2,1
3987,MLB7188185610,2022-01-17 12:13:12.113216612,3,1
3988,MLB3476460370,2022-01-24 06:00:34.068827362,6,1
3989,MLB7301155590,2022-01-25 18:25:50.157605863,2,1
3990,MLB1764393760,2022-02-08 03:00:17.034413681,3,1
3991,MLB1789469200,2022-01-25 12:13:12.113216612,3,1
3992,MLB2785418690,2022-01-23 09:12:55.078802931,4,1
3993,MLB10598860270,2022-01-21 19:04:18.359600977,6,1
3994,MLB10531012740,2022-01-19 03:38:45.236408794,5,1
3995,MLB10654476770,2022-02-05 22:43:03.596009772,5,1
3996,MLB7679112000,2022-01-18 00:00:00.000000000,4,1
3997,MLB4227158070,2022-01-25 21:15:23.654217261,8,2
3998,MLB10516348760,2022-01-17 17:08:53.753615635,4,1
3999,MLB10580042160,2022-01-24 18:25:50.157605863,4,1
4000,MLB10641019420,2022-01-27 00:00:00.000000000,3,1
4001,MLB410576474220,2022-01-15 00:00:00.000000000,8,2
4002,MLB10634012110,2022-02-01 08:34:26.876807817,3,1
4003,MLB44654471000,2022-02-07 18:58:13.366064980,8,2
4004,MLB1953691220,2022-01-25 08:34:26.876807817,1,1
4005,MLB5566870280,2022-02-15 07:55:58.674812703,6,1
4006,MLB48404322380,2022-02-13 13:56:26.732129960,9,2
4007,MLB6275545660,2022-02-13 18:52:14.384039088,5,1
4008,MLB10604700020,2022-01-20 19:04:18.359600977,3,1
4009,MLB7100346650,2022-01-27 07:55:58.674812703,3,1
4010,MLB4936058200,2022-02-09 23:21:31.798004886,5,1
4011,MLB10628039270,2022-01-31 18:25:50.157605863,6,1
4012,MLB10437735030,2022-01-14 13:30:08.517206840,1,1
4013,MLB10497347320,2022-01-02 00:00:00.000000000,6,1
4014,MLB10532389620,2022-01-16 17:47:21.955610749,6,1
4015,MLB410522340770,2022-01-25 18:03:21.250804067,9,2
4016,MLB410337394522,2022-01-29 23:05:07.884739087,8,2
4017,MLB10537989920,2022-01-18 12:51:40.315211726,3,1
4018,MLB10098871410,2022-02-19 07:17:30.472817589,3,1
4019,MLB410523151730,2022-01-21 21:15:23.654217261,9,2
4020,MLB6753616340,2022-01-06 19:04:18.359600977,4,1
4021,MLB10533683550,2022-01-13 04:17:13.438403908,4,1
4022,MLB10558031330,2022-01-17 13:30:08.517206840,2,1
4023,MLB1764393760,2022-02-08 03:00:17.034413681,5,1
4024,MLB10613337310,2022-01-29 04:17:13.438403908,3,1
4025,MLB4708619810,2022-02-10 18:25:50.157605863,1,1
4026,MLB410645693220,2022-01-31 22:37:41.827108630,8,2
4027,MLB10652880980,2022-02-13 21:26:07.192019544,2,1
4028,MLB10558557150,2022-01-16 19:04:18.359600977,7,1
4029,MLB410225567310,2022-01-30 18:58:13.366064980,9,2
4030,MLB5407711220-1,2022-01-09 23:21:31.798004886,4,1
4031,MLB10595990690,2022-01-27 17:47:21.955610749,1,1
4032,MLB10525913140,2022-02-01 12:13:12.113216612,3,1
4033,MLB10608536990,2022-02-13 01:04:52.428428339,3,1
4034,MLB10638091090,2022-02-03 03:38:45.236408794,7,1
4035,MLB10636196380,2022-02-10 22:43:03.596009772,6,1
4036,MLB3100705450,2022-01-24 01:43:20.630423453,1,1
4037,MLB6208482190,2022-02-04 01:43:20.630423453,4,1
4038,MLB10656547340,2022-02-09 23:21:31.798004886,5,1
4039,MLB10561048030,2022-01-29 22:04:35.394014658,3,1
4040,MLB410573865650,2022-01-18 22:37:41.827108630,9,2
4041,MLB5190794930,2022-02-13 16:30:25.551620521,4,1
4042,MLB10640012380,2022-02-03 08:34:26.876807817,1,1
4043,MLB10574688610,2022-01-17 19:04:18.359600977,2,1
4044,MLB10583809020,2022-01-20 14:08:36.719201954,2,1
4045,MLB6610600130,2022-02-05 11:34:43.911221498,7,1
4046,MLB7680352960,2022-02-16 06:00:34.068827362,3,1
4047,MLB410564649840,2022-01-27 17:08:29.135543154,8,2
4048,MLB10608536990,2022-02-13 01:04:52.428428339,1,1
4049,MLB10035808590,2022-01-09 08:34:26.876807817,1,1
4050,MLB10549266970,2022-01-27 02:21:48.832418567,5,1
4051,MLB1928563800,2022-01-20 14:08:36.719201954,3,1
4052,MLB2274271190-1,2022-02-05 17:47:21.955610749,5,1
4053,MLB10631337900,2022-02-01 13:30:08.517206840,3,1
4054,MLB10551816620,2022-01-14 23:21:31.798004886,3,1
4055,MLB8106260350,2022-01-18 16:30:25.551620521,3,1
4056,MLB10521329980,2022-01-28 12:51:40.315211726,3,1
4057,MLB3837569220,2022-01-02 19:04:18.359600977,5,1
4058,MLB10664964390,2022-02-02 19:04:18.359600977,7,1
4059,MLB7710157500,2022-01-18 04:17:13.438403908,1,1
4060,MLB10563613490,2022-02-08 17:47:21.955610749,4,1
4061,MLB10604700020,2022-01-20 19:04:18.359600977,5,1
4062,MLB44556634450,2022-01-07 23:05:07.884739087,8,2
4063,MLB213624300,2022-01-13 23:21:31.798004886,4,1
4064,MLB45943910080,2022-01-30 16:13:37.020282241,8,2
4065,MLB10610751790,2022-02-09 01:43:20.630423453,7,1
4066,MLB10530897340,2022-01-31 01:43:20.630423453,5,1
4067,MLB10537051230,2022-01-18 12:51:40.315211726,2,1
4068,MLB47512492422,2022-02-06 11:11:50.386347221,9,2
4069,MLB10638994850,2022-02-17 15:51:57.349625407,2,1
4070,MLB8330873600-1,2022-02-14 16:30:25.551620521,6,1
4071,MLB528305030,2022-01-21 14:08:36.719201954,5,1
4072,MLB767890190,2022-01-21 04:17:13.438403908,1,1
4073,MLB410595522640,2022-01-19 00:00:00.000000000,9,2
4074,MLB10568903180,2022-01-22 22:43:03.596009772,5,1
4075,MLB43675641980,2022-01-25 00:00:00.000000000,8,2
4076,MLB10642706010,2022-02-20 06:39:02.270822476,5,1
4077,MLB42197809130,2022-01-25 18:58:13.366064980,8,2
4078,MLB10453103620,2022-02-10 17:47:21.955610749,2,1
4079,MLB10263203860,2022-01-19 17:08:53.753615635,3,1
4080,MLB10561872050,2022-02-04 06:00:34.068827362,2,1
4081,MLB10641386330,2022-01-28 19:04:18.359600977,3,1
4082,MLB10598239540,2022-01-29 07:55:58.674812703,2,1
4083,MLB2669733480,2022-01-07 00:00:00.000000000,5,1
4084,MLB8186171120-1,2022-01-22 07:17:30.472817589,3,1
4085,MLB10594263420-1,2022-02-10 13:30:08.517206840,5,1
4086,MLB3928356330,2022-01-15 00:00:00.000000000,5,1
4087,MLB10541777630,2022-02-01 22:04:35.394014658,6,1
4088,MLB10093627290,2022-02-01 18:25:50.157605863,4,1
4089,MLB2516877170,2022-02-05 07:55:58.674812703,2,1
4090,MLB10610619450,2022-02-10 22:04:35.394014658,3,1
4091,MLB10638402250,2022-02-08 17:47:21.955610749,1,1
4092,MLB10510279410,2022-01-04 00:00:00.000000000,3,1
4093,MLB8147288120,2022-02-11 12:51:40.315211726,5,1
4094,MLB6264424100,2022-01-13 13:30:08.517206840,1,1
4095,MLB1133447810,2022-01-14 04:17:13.438403908,1,1
4096,MLB10579893500,2022-02-03 21:26:07.192019544,7,1
4097,MLB410575022570,2022-01-27 22:37:41.827108630,8,2
4098,MLB47301285620,2022-01-18 21:15:23.654217261,8,2
4099,MLB49100997122,2022-01-30 21:42:49.711847718,8,2
4100,MLB8310606260,2022-01-27 04:17:13.438403908,3,1
4101,MLB10601381930,2022-02-03 17:08:53.753615635,4,1
4102,MLB10569013830,2022-01-23 13:30:08.517206840,6,1
4103,MLB7505878960,2022-01-20 21:26:07.192019544,6,1
4104,MLB1367493660,2022-01-11 22:43:03.596009772,4,1
4105,MLB10648834610,2022-01-29 00:00:00.000000000,1,1
4106,MLB10532693050,2022-01-20 03:00:17.034413681,5,1
4107,MLB2966254190,2022-01-27 22:43:03.596009772,1,1
4108,MLB10609951120-1,2022-02-11 20:47:38.990024430,5,1
4109,MLB10654631680,2022-02-21 04:17:13.438403908,6,1
4110,MLB1669034900,2022-01-04 00:00:00.000000000,2,1
4111,MLB10530898860,2022-01-14 23:21:31.798004886,2,1
4112,MLB10533683550,2022-01-13 04:17:13.438403908,1,1
4113,MLB2658433150,2022-02-07 13:30:08.517206840,2,1
4114,MLB10652453150,2022-01-30 14:08:36.719201954,5,1
4115,MLB2521773590,2022-01-24 04:17:13.438403908,2,1
4116,MLB10548904010,2022-01-24 12:13:12.113216612,7,1
4117,MLB7990901920,2022-01-28 23:21:31.798004886,3,1
4118,MLB6295672150,2022-02-09 21:26:07.192019544,6,1
4119,MLB10226951430,2022-02-13 04:17:13.438403908,7,1
4120,MLB2438237160,2022-01-10 18:25:50.157605863,4,1
4121,MLB6266191450,2022-02-19 03:00:17.034413681,1,1
4122,MLB6493787800,2022-02-16 02:21:48.832418567,4,1
4123,MLB10656927460,2022-02-14 21:26:07.192019544,4,1
4124,MLB10640012380,2022-02-03 08:34:26.876807817,1,1
4125,MLB10641359970,2022-01-29 00:00:00.000000000,3,1
4126,MLB10523141070,2022-01-09 14:08:36.719201954,3,1
4127,MLB10643975480,2022-02-08 17:08:53.753615635,2,1
4128,MLB410571652240,2022-01-30 18:03:21.250804067,9,2
4129,MLB46266191450,2022-02-21 17:35:55.193173610,8,2
4130,MLB7473683560,2022-01-22 16:30:25.551620521,7,1
4131,MLB10548904010,2022-01-24 12:13:12.113216612,6,1
4132,MLB10289937940,2022-02-14 03:00:17.034413681,7,1
4133,MLB10563613490,2022-02-08 17:47:21.955610749,3,1
4134,MLB2618160800,2022-02-08 06:39:02.270822476,1,1
4135,MLB10654114570,2022-02-18 15:51:57.349625407,7,1
4136,MLB2642162970,2022-01-29 00:00:00.000000000,4,1
4137,MLB41100056870,2022-01-28 13:01:34.616869047,8,2
4138,MLB10660535570,2022-02-02 00:00:00.000000000,3,1
4139,MLB10147836010,2022-02-15 01:43:20.630423453,7,1
4140,MLB1881738990,2022-02-13 07:17:30.472817589,4,1
4141,MLB10600132290,2022-02-06 07:55:58.674812703,1,1
4142,MLB10488082590,2022-01-14 13:30:08.517206840,5,1
4143,MLB7942392680,2022-01-27 08:34:26.876807817,5,1
4144,MLB1796745990,2022-01-25 17:08:53.753615635,3,1
4145,MLB5078059810,2022-01-12 14:08:36.719201954,4,1
4146,MLB6044521330,2022-01-28 09:12:55.078802931,6,1
4147,MLB7073188830,2022-01-17 03:38:45.236408794,3,1
4148,MLB2482959440,2022-02-22 23:21:31.798004886,7,1
4149,MLB7372346180,2022-01-20 14:08:36.719201954,1,1
4150,MLB48035171870,2022-02-06 16:13:37.020282241,9,2
4151,MLB10504615100,2022-01-10 14:08:36.719201954,7,1
4152,MLB10662071510,2022-02-03 04:17:13.438403908,7,1
4153,MLB1593511240,2022-01-22 19:04:18.359600977,2,1
4154,MLB3522409930,2022-01-22 15:51:57.349625407,3,1
4155,MLB10638091090,2022-02-03 03:38:45.236408794,3,1
4156,MLB410534705450,2022-01-10 23:32:33.942369543,9,2
4157,MLB3570468850,2022-01-25 06:00:34.068827362,3,1
4158,MLB41100056870,2022-01-28 13:01:34.616869047,9,2
4159,MLB8060732310,2022-02-02 13:30:08.517206840,7,1
4160,MLB2935061670-1,2022-01-21 14:08:36.719201954,6,1
4161,MLB8343293060,2022-01-31 12:13:12.113216612,2,1
4162,MLB7255936330,2022-01-30 09:12:55.078802931,1,1
4163,MLB8147288120,2022-02-11 12:51:40.315211726,3,1
4164,MLB588925550,2022-01-27 17:08:53.753615635,4,1
4165,MLB2907306050,2022-01-22 23:21:31.798004886,5,1
4166,MLB10039161340,2022-02-01 08:34:26.876807817,4,1
4167,MLB10565586390,2022-01-17 18:25:50.157605863,7,1
4168,MLB3787266550,2022-01-22 23:21:31.798004886,3,1
4169,MLB10539252300,2022-01-13 18:25:50.157605863,4,1
4170,MLB10608536990,2022-02-13 01:04:52.428428339,6,1
4171,MLB10514242910,2022-02-04 11:34:43.911221498,1,1
4172,MLB10563613490,2022-02-08 17:47:21.955610749,1,1
4173,MLB10645703450,2022-02-08 03:00:17.034413681,5,1
4174,MLB10652680480,2022-02-04 08:34:26.876807817,5,1
4175,MLB410580359110,2022-01-31 16:41:03.077912698,8,2
4176,MLB10552253500,2022-01-11 19:04:18.359600977,2,1
4177,MLB10531272000,2022-02-05 19:04:18.359600977,4,1
4178,MLB10639901700,2022-02-16 20:47:38.990024430,1,1
4179,MLB10653897690,2022-02-18 16:30:25.551620521,2,1
4180,MLB10549919910,2022-01-17 18:25:50.157605863,4,1
4181,MLB2206169110,2022-01-24 22:04:35.394014658,3,1
4182,MLB4902925260,2022-02-20 20:09:10.788029316,1,1
4183,MLB47311513030,2022-01-26 17:35:55.193173610,9,2
4184,MLB10505198630,2022-01-09 13:30:08.517206840,3,1
4185,MLB1331323180,2022-01-14 08:34:26.876807817,6,1
4186,MLB10594263420-1,2022-02-10 13:30:08.517206840,5,1
4187,MLB410656927422,2022-02-18 14:51:18.847390872,9,2
4188,MLB10609301390,2022-01-24 04:17:13.438403908,7,1
4189,MLB10337394880,2022-01-29 14:08:36.719201954,6,1
4190,MLB10523177420,2022-01-25 14:08:36.719201954,6,1
4191,MLB2907306050,2022-01-22 23:21:31.798004886,3,1
4192,MLB2509208880,2022-02-02 19:04:18.359600977,2,1
4193,MLB6965356690,2022-01-02 00:00:00.000000000,5,1
4194,MLB8107703390,2022-01-23 00:00:00.000000000,5,1
4195,MLB7127231920,2022-01-18 22:04:35.394014658,5,1
4196,MLB10542110290,2022-02-07 03:38:45.236408794,1,1
4197,MLB3893250330,2022-01-16 04:17:13.438403908,4,1
4198,MLB410497347320,2022-01-02 00:00:00.000000000,9,2
4199,MLB10585675640,2022-02-07 13:30:08.517206840,7,1
4200,MLB410534705450,2022-01-10 23:32:33.942369543,9,2
4201,MLB10534372140,2022-01-10 14:08:36.719201954,5,1
4202,MLB10524143170,2022-01-08 09:12:55.078802931,4,1
4203,MLB10541793350,2022-01-13 09:12:55.078802931,7,1
4204,MLB10634966210,2022-02-16 12:13:12.113216612,3,1
4205,MLB410610750720,2022-01-31 21:15:23.654217261,8,2
4206,MLB6387902490,2022-01-23 13:30:08.517206840,1,1
4207,MLB10640120820-1,2022-02-01 23:21:31.798004886,1,1
4208,MLB410039103910,2022-01-23 00:00:00.000000000,9,2
4209,MLB10104145250,2022-01-12 22:43:03.596009772,7,1
4210,MLB227158070,2022-01-24 18:25:50.157605863,1,1
4211,MLB2123521740,2022-01-22 03:00:17.034413681,4,1
4212,MLB410573875410,2022-01-19 00:00:00.000000000,9,2
4213,MLB410596565022,2022-02-12 12:34:08.559238590,8,2
4214,MLB10534876540,2022-01-13 23:21:31.798004886,1,1
4215,MLB8404322380,2022-02-09 11:34:43.911221498,4,1
4216,MLB10573125240,2022-01-19 18:25:50.157605863,3,1
4217,MLB10521844120,2022-01-20 22:43:03.596009772,4,1
4218,MLB10554712530,2022-01-16 18:25:50.157605863,7,1
4219,MLB7372346180,2022-01-20 14:08:36.719201954,5,1
4220,MLB10509467050,2022-01-23 16:30:25.551620521,2,1
4221,MLB10539252300,2022-01-13 18:25:50.157605863,4,1
4222,MLB7582100540,2022-01-09 08:34:26.876807817,2,1
4223,MLB410309846480,2022-01-24 17:08:29.135543154,9,2
4224,MLB410641359970,2022-01-29 00:00:00.000000000,9,2
4225,MLB10620381100,2022-01-31 17:47:21.955610749,6,1
4226,MLB44556634450,2022-01-07 23:05:07.884739087,8,2
4227,MLB10568277590,2022-01-14 19:04:18.359600977,3,1
4228,MLB46664723620,2022-01-27 00:00:00.000000000,9,2
4229,MLB10530897340,2022-01-31 01:43:20.630423453,3,1
4230,MLB10653897690,2022-02-18 16:30:25.551620521,5,1
4231,MLB4932572840,2022-01-09 03:38:45.236408794,1,1
4232,MLB10522111140-1,2022-01-15 00:00:00.000000000,1,1
4233,MLB10570176730,2022-01-19 18:25:50.157605863,7,1
4234,MLB43252200850,2022-02-03 19:25:39.423695436,9,2
4235,MLB1367493660,2022-01-11 22:43:03.596009772,6,1
4236,MLB10611083600,2022-01-21 19:04:18.359600977,5,1
4237,MLB410575764810,2022-01-21 22:10:15.769478174,8,2
4238,MLB3245255260,2022-01-15 22:43:03.596009772,5,1
4239,MLB10663766840-1,2022-02-03 04:17:13.438403908,4,1
4240,MLB10549767010,2022-02-01 10:56:15.709226384,1,1
4241,MLB3257731010,2022-01-27 15:51:57.349625407,4,1
4242,MLB410525553520,2022-01-10 22:10:15.769478174,8,2
4243,MLB410656997810,2022-01-30 00:00:00.000000000,9,2
4244,MLB2274271190-1,2022-02-05 17:47:21.955610749,1,1
4245,MLB410352333000,2022-02-03 17:35:55.193173610,9,2
4246,MLB10454771030,2022-02-06 22:43:03.596009772,7,1
4247,MLB10625587100,2022-01-26 00:00:00.000000000,3,1
4248,MLB6758902770,2022-02-05 13:30:08.517206840,3,1
4249,MLB10589857660-1,2022-01-29 07:55:58.674812703,3,1
4250,MLB10546479610,2022-01-11 14:08:36.719201954,5,1
4251,MLB10603505900,2022-02-05 07:17:30.472817589,3,1
4252,MLB1593511240,2022-01-22 19:04:18.359600977,1,1
4253,MLB10665640530,2022-02-09 03:38:45.236408794,7,1
4254,MLB10575273520,2022-02-04 23:21:31.798004886,7,1
4255,MLB1616778190,2022-01-22 06:39:02.270822476,6,1
4256,MLB410532910070,2022-02-09 18:03:21.250804067,9,2
4257,MLB10532892690,2022-01-13 13:30:08.517206840,7,1
4258,MLB10537051230,2022-01-18 12:51:40.315211726,3,1
4259,MLB6820134400,2022-01-29 13:30:08.517206840,4,1
4260,MLB4325237210,2022-01-20 03:38:45.236408794,2,1
4261,MLB10552333880,2022-01-21 03:38:45.236408794,2,1
4262,MLB10642965750,2022-02-08 17:08:53.753615635,4,1
4263,MLB4213624300,2022-01-14 21:42:49.711847718,8,2
4264,MLB42642162970,2022-01-29 00:00:00.000000000,9,2
4265,MLB5767769020,2022-01-24 09:12:55.078802931,7,1
4266,MLB44818127630,2022-01-09 21:15:23.654217261,8,2
4267,MLB8330873600,2022-02-14 16:30:25.551620521,7,1
4268,MLB5335992530-1,2022-02-06 18:25:50.157605863,5,1
4269,MLB10104145250,2022-01-12 22:43:03.596009772,7,1
4270,MLB44828629020,2022-02-22 11:11:50.386347221,9,2
4271,MLB7776748210,2022-02-03 06:00:34.068827362,7,1
4272,MLB10565566760,2022-01-16 00:00:00.000000000,3,1
4273,MLB10532830070,2022-02-07 07:55:58.674812703,2,1
4274,MLB10562598730,2022-01-13 00:00:00.000000000,2,1
4275,MLB1662089410,2022-01-18 14:08:36.719201954,6,1
4276,MLB10510812690,2022-01-05 00:00:00.000000000,5,1
4277,MLB10516337700,2022-01-06 14:08:36.719201954,6,1
4278,MLB10550517060,2022-01-12 14:08:36.719201954,5,1
4279,MLB179933580,2022-02-08 17:08:53.753615635,1,1
4280,MLB46484948610,2022-01-30 21:42:49.711847718,9,2
4281,MLB48407598470,2022-02-07 15:46:10.962651785,9,2
4282,MLB4516912220,2022-01-31 21:42:49.711847718,9,2
4283,MLB10478035050,2022-01-10 00:00:00.000000000,5,1
4284,MLB10495770230,2022-01-19 06:39:02.270822476,5,1
4285,MLB1929492970,2022-01-29 13:30:08.517206840,3,1
4286,MLB2978146550,2022-01-19 14:08:36.719201954,7,1
4287,MLB10648142830,2022-02-19 03:00:17.034413681,1,1
4288,MLB10664596910,2022-02-24 06:00:34.068827362,2,1
4289,MLB410664596910,2022-03-01 11:11:50.386347221,9,2
4290,MLB10622114800,2022-02-03 22:43:03.596009772,1,1
4291,MLB7098590060,2022-01-25 20:47:38.990024430,2,1
4292,MLB3023339840,2022-02-15 12:51:40.315211726,2,1
4293,MLB4202251420,2022-01-27 06:00:34.068827362,3,1
4294,MLB10569013830,2022-01-23 13:30:08.517206840,7,1
4295,MLB548009100,2022-02-08 17:08:53.753615635,1,1
4296,MLB10634391100,2022-02-14 20:47:38.990024430,1,1
4297,MLB10555485110-1,2022-01-13 00:00:00.000000000,7,1
4298,MLB10548306170,2022-02-01 01:43:20.630423453,5,1
4299,MLB10619103160,2022-02-15 20:09:10.788029316,5,1
4300,MLB10527263730,2022-01-29 23:21:31.798004886,1,1
4301,MLB1735665390,2022-01-27 17:08:53.753615635,7,1
4302,MLB10600039960,2022-01-27 03:38:45.236408794,2,1
4303,MLB410628039270,2022-02-01 21:15:23.654217261,8,2
4304,MLB10618708310,2022-01-30 08:34:26.876807817,6,1
4305,MLB10607220560,2022-01-21 19:04:18.359600977,5,1
4306,MLB49100997122,2022-01-30 21:42:49.711847718,8,2
4307,MLB410591866400,2022-01-25 19:53:05.481325892,8,2
4308,MLB10478035050,2022-01-10 00:00:00.000000000,6,1
4309,MLB6384745530,2022-01-17 22:43:03.596009772,6,1
4310,MLB410610419322,2022-02-08 20:47:57.596586805,9,2
4311,MLB10644093610,2022-01-28 00:00:00.000000000,6,1
4312,MLB4265252640,2022-02-25 16:41:03.077912698,8,2
4313,MLB10628039270,2022-01-31 18:25:50.157605863,4,1
4314,MLB10636987780,2022-02-01 04:17:13.438403908,3,1
4315,MLB10597669130,2022-01-26 13:30:08.517206840,5,1
4316,MLB410639901700,2022-02-21 12:34:08.559238590,9,2
4317,MLB2826171210,2022-02-02 09:12:55.078802931,3,1
4318,MLB10652759840,2022-02-19 10:56:15.709226384,2,1
4319,MLB10598860270,2022-01-21 19:04:18.359600977,6,1
4320,MLB4004971550,2022-01-19 04:17:13.438403908,2,1
4321,MLB44932572840,2022-01-10 19:53:05.481325892,8,2
4322,MLB10643975480,2022-02-08 17:08:53.753615635,4,1
4323,MLB2683679600,2022-01-17 19:04:18.359600977,1,1
4324,MLB2304028850,2022-01-21 08:34:26.876807817,2,1
4325,MLB10607524050,2022-01-21 19:04:18.359600977,3,1
4326,MLB8186171120-1,2022-01-22 07:17:30.472817589,4,1
4327,MLB10552652460,2022-01-21 19:04:18.359600977,2,1
4328,MLB410635942722,2022-01-26 00:00:00.000000000,9,2
4329,MLB10660535570,2022-02-02 00:00:00.000000000,5,1
4330,MLB10598524480,2022-01-31 17:08:53.753615635,2,1
4331,MLB10610419360,2022-02-07 13:30:08.517206840,2,1
4332,MLB4735384670,2022-01-29 06:00:34.068827362,6,1
4333,MLB410584992340,2022-01-29 18:03:21.250804067,8,2
4334,MLB4741217540,2022-02-18 10:56:15.709226384,5,1
4335,MLB10604323160,2022-02-15 10:56:15.709226384,2,1
4336,MLB6667854270,2022-01-26 00:00:00.000000000,3,1
4337,MLB47684629722,2022-01-26 19:25:39.423695436,8,2
4338,MLB3688715720,2022-02-18 01:43:20.630423453,2,1
4339,MLB410509231250,2022-01-19 00:00:00.000000000,8,2
4340,MLB4321634480,2022-02-04 02:21:48.832418567,4,1
4341,MLB10591053650,2022-01-31 03:00:17.034413681,4,1
4342,MLB10651636320,2022-02-24 21:26:07.192019544,5,1
4343,MLB6362154740,2022-01-18 03:38:45.236408794,2,1
4344,MLB10544425560,2022-01-17 18:25:50.157605863,2,1
4345,MLB45366135920,2022-01-24 21:42:49.711847718,8,2
4346,MLB6629202050,2022-01-31 12:13:12.113216612,3,1
4347,MLB10039161340,2022-02-01 08:34:26.876807817,6,1
4348,MLB10453103620,2022-02-10 17:47:21.955610749,3,1
4349,MLB410562598730,2022-01-13 00:00:00.000000000,9,2
4350,MLB10635752700,2022-02-01 18:25:50.157605863,7,1
4351,MLB10642761620,2022-02-06 07:55:58.674812703,3,1
4352,MLB10487789670,2022-01-17 03:00:17.034413681,7,1
4353,MLB10525651760,2022-02-04 04:17:13.438403908,3,1
4354,MLB4458235020,2022-01-16 19:04:18.359600977,4,1
